path,latitude,lat ref,longitude,long ref,timestamp
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_08_36_12_Pro.jpg,59.87137016840278,N,10.716071678333332,E,2017:07:18 08:36:12
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_08_36_49_Pro.jpg,59.87140662968056,N,10.715923486277777,E,2017:07:18 08:36:49
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_10_19_32_Pro.jpg,59.87127603963056,N,10.725299902261112,E,2017:07:18 10:19:32
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_10_20_17_Pro.jpg,59.87127603963056,N,10.725299902261112,E,2017:07:18 10:20:17
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_10_20_44_Pro.jpg,59.8714414984,N,10.725515987725,E,2017:07:18 10:20:45
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_10_39_23_Pro.jpg,59.89878678694444,N,10.724288374186111,E,2017:07:18 10:39:23
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_26_53_Pro.jpg,59.92749245837222,N,10.699154902250001,E,2017:07:18 14:26:54
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_27_32_Pro.jpg,59.92742875590833,N,10.699128163972222,E,2017:07:18 14:27:32
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_29_45_Pro.jpg,59.927720027044444,N,10.698368763555555,E,2017:07:18 14:29:45
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_30_33_Pro.jpg,59.92773444391666,N,10.698401369166668,E,2017:07:18 14:30:33
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_31_44_Pro.jpg,59.92763444781389,N,10.698360884555555,E,2017:07:18 14:31:44
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_31_58_Pro.jpg,59.92763444781389,N,10.698360884555555,E,2017:07:18 14:31:59
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_45_59_Pro.jpg,59.926829868927776,N,10.701089613139722,E,2017:07:18 14:45:59
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170718_14_46_11_Pro.jpg,59.926829868927776,N,10.701089613139722,E,2017:07:18 14:46:11
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170721_19_45_42_Pro.jpg,52.3553625,N,4.775935,E,2017:07:21 19:45:42
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170722_14_10_06_Pro.jpg,52.35879549756667,N,4.826456084847222,E,2017:07:22 14:10:06
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vak Fotos\WP_20170724_16_37_45_Pro.jpg,52.35505449236945,N,4.775723057033333,E,2017:07:24 16:37:45
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vakantie\20170630  Koffie Hels Airport WP_20170630_11_04_28_Pro.jpg,60.31851891053611,N,24.96804125888889,E,2017:06:30 11:04:29
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vakantie\20170630 Naar Rastila  WP_20170629_17_30_53_Pro.jpg,52.35536962461389,N,4.775895527694445,E,2017:06:29 17:30:53
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vakantie\20170630 Rastila camp WP_20170702_12_34_23_Pro.jpg,61.054492999999994,N,25.041146,E,2017:07:02 12:34:24
G:\Ba\Fotos 2000_2021\2017\20170630 -0718 FinZweNor Vakantie\20170630 Rastila Uit eten WP_20170702_16_28_29_Pro.jpg,61.054492999999994,N,25.041146,E,2017:07:02 16:28:29
G:\Ba\Fotos 2000_2021\2017\20170913 Cactus\WP_20170913_16_32_33_Pro.jpg,52.35510763166389,N,4.775742679169444,E,2017:09:13 16:32:33
G:\Ba\Fotos 2000_2021\2017\20170913 Cactus\WP_20170913_16_33_41_Pro.jpg,52.35502297825278,N,4.775704928525,E,2017:09:13 16:33:42
G:\Ba\Fotos 2000_2021\2017\20170913 Cactus\WP_20170913_16_34_29_Pro.jpg,52.355125393291665,N,4.775759695383333,E,2017:09:13 16:34:29
G:\Ba\Fotos 2000_2021\2017\20170913 Cactus\WP_20170913_16_35_28_Pro.jpg,52.35517086643333,N,4.775781739241666,E,2017:09:13 16:35:28
G:\Ba\Fotos 2000_2021\2017\20170913 Cactus\WP_20170913_16_37_24_Pro.jpg,52.35503687941389,N,4.775708276022222,E,2017:09:13 16:37:24
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_47_24_Pro.jpg,52.354582489291666,N,4.780363867916667,E,2017:10:09 11:47:25
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_47_28_Pro.jpg,52.354582489291666,N,4.780363867916667,E,2017:10:09 11:47:29
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_48_04_Pro.jpg,52.35455820397778,N,4.780113628972222,E,2017:10:09 11:48:04
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_48_30_Pro.jpg,52.35455820397778,N,4.780113628972222,E,2017:10:09 11:48:30
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_48_43_Pro.jpg,52.354599320333335,N,4.779636485472222,E,2017:10:09 11:48:44
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_49_33_Pro.jpg,52.35455668731389,N,4.780126249638889,E,2017:10:09 11:49:34
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_49_50_Pro.jpg,52.35455668731389,N,4.780126249638889,E,2017:10:09 11:49:50
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_51_09_Pro.jpg,52.354539884419445,N,4.780334120222222,E,2017:10:09 11:51:10
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_51_23_Pro.jpg,52.354539884419445,N,4.780334120222222,E,2017:10:09 11:51:23
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_52_29_Pro.jpg,52.35455603396667,N,4.780335268555556,E,2017:10:09 11:52:30
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_55_30_Pro.jpg,52.35439800421945,N,4.780558085527778,E,2017:10:09 11:55:30
G:\Ba\Fotos 2000_2021\2017\20171009 Fietstocht Katinka Vertrek\WP_20171009_11_55_42_Pro.jpg,52.35439800421945,N,4.780558085527778,E,2017:10:09 11:55:43
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_15_27_28_Pro.jpg,41.88982291147222,N,12.491046711802777,E,2017:12:23 15:27:28
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_15_27_33_Pro.jpg,41.88982291147222,N,12.491046711802777,E,2017:12:23 15:27:34
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_15_29_17_Pro.jpg,41.889654938130555,N,12.490892149508333,E,2017:12:23 15:29:17
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_15_29_20_Pro.jpg,41.889654938130555,N,12.490892149508333,E,2017:12:23 15:29:20
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_15_36_30_Pro.jpg,41.88962769694722,N,12.49054170213611,E,2017:12:23 15:36:30
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_15_37_46_Pro.jpg,41.89003790728611,N,12.490337686613888,E,2017:12:23 15:37:47
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171223_16_09_58_Pro.jpg,41.8903431762,N,12.488315468652777,E,2017:12:23 16:09:58
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171224_11_36_41_Pro.jpg,41.914301337666664,N,12.483500065281943,E,2017:12:24 11:36:41
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171224_14_20_29_Pro.jpg,41.90949716605277,N,12.479970362027778,E,2017:12:24 14:20:29
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171224_14_50_51_Pro.jpg,41.90638630650833,N,12.483055656777777,E,2017:12:24 14:50:51
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171224_14_51_33_Pro.jpg,41.906418493016666,N,12.48296437786111,E,2017:12:24 14:51:34
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171224_15_29_50_Pro.jpg,41.90113881602889,N,12.482862202444444,E,2017:12:24 15:29:50
G:\Ba\Fotos 2000_2021\2017\20171223 -20180101 Rome Vak Fotos\WP_20171224_17_06_42_Pro.jpg,41.898940829555556,N,12.477224785833334,E,2017:12:24 17:06:42
